,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
0,Domovy na Orlici,29682240,42886171,18.12.2024,,"80 000,00 CZK",Nákup 2ks zařízení pro laterální náklon matrace pro potřeby DZR Borohrádek,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",31710348,Sucom production
1,"Domov seniorů POHODA Chválkovice, příspěvková organizace",29359804,75004372,09.12.2024,"400 000,00 CZK",,předmětem rámcové smlouvy jsou dodávky OOPP dle specifikace ve smlouvě,"[{'název': 'Bunda fleece /barevná/', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena pro pomocnice - bavlna tisk', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'halena pro kuchařky', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena sesterská - bavlna plátno /barevná/', 'množství': 240, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty bílé - bavlna kepr', 'množství': 300, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Polokošile bavlna /barevná/', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Šaty sesterské - bavlna plátno', 'množství': 170, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Triko - bavlna /bílé/ do ""V""', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'kalhoty bílé 3/4 - bavlna kepr', 'množství': 80, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Plášť lékařský', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}]",31371308,Sucom production
2,"Domov seniorů POHODA Chválkovice, příspěvková organizace",29360140,75004372,09.12.2024,"400 000,00 CZK",,předmětem kupní smlouvy jsou dodávky prádla dle specifikace z přílohy smlouvy,"[{'název': 'Anděl flanel', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'deka pro jednolůžko', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka bílá BA, 150x170 cm', 'množství': 600, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'polštář 70x90 cm, duté vlákno, praní na 100*C', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'přikrývka 135x200cm, duté vlákno, praní na 100*C', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'prostěradlo návlek jersey 185g/m2 oboustr., matrace', 'množství': 250, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ručník froté velký', 'množství': 250, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'povlečení ložní BA tisk', 'množství': 400, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'utěrka BA', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}]",31371676,Sucom production
3,"Sociální služby Libina, příspěvková organizace",29312352,75003988,07.11.2024,,"65 400,00 CZK",Ochranné pracovní oděvy pro zaměstnance.,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",31321812,Sucom production
4,Domov pro seniory Stachy-Kůsov,29315084,477095,09.12.2024,,"70 000,00 CZK","Prádlo - uživatelé (Povlečení, osušky, ručníky, utěrky)","[{'název': 'utěrka káro žlutá kostka', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': 387.2}, {'název': 'utěrka káro oranžová kostka', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': 387.2}, {'název': 'utěrka káro zelená kostka', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': 387.2}]",31324680,Sucom production
5,"Dům seniorů Kdyně, příspěvková organizace",27797416,75007746,05.08.2024,,"70 981,50 CZK","Matrace, polštáře, peřiny, podložky","[{'název': 'Antidekubitní matrace', 'množství': 5, 'cena bez DPH': None, 'cena s DPH': 714.5}, {'název': 'sada polštář + peřina', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': 1340.9}, {'název': 'inkontinenční podložka (pratelná) 110 x 90', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': 290.0}]",29712908,Sucom production
6,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",27015380,22578,29.05.2024,"10 900,00 CZK","13 200,00 CZK",dílčí objednávka k Rámcové smlouvě 2022-51 - dodávka pracovních oděvů,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",28895196,Sucom production
7,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",26772055,22578,10.05.2024,,"3 300,00 CZK",dílčí objednávka k Rámcové smlouvě 2022-51 - dodávka pracovních oděvů,"[{'název': 'máslo', 'množství': 1, 'cena bez DPH': 25, 'cena s DPH': 30.25}, {'název': 'mléko', 'množství': 2, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",28641731,Sucom production
8,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",26383007,22578,03.04.2024,"151 000,00 CZK","181 600,00 CZK",Dílčí objednávka k Rámcové smlouve2022-51 - dodávka pracovních oděvů,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",28235795,Sucom production
9,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",26364315,669695,02.04.2024,,"57 780,00 CZK",Oděvy pro studenty do 3. ročníků,"[{'název': 'Halena 2145 směs', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty universal směs', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",28216199,Sucom production
10,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",26233175,669695,20.03.2024,,"56 492,00 CZK",Oděvy pro studenty do 3. ročníku,"[{'název': 'Halena 2145 směs', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty universal směs', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",28079231,Sucom production
11,"Domov seniorů Hranice, příspěvková organizace",26096443,70876541,29.02.2024,,,Kupní smlouva - oděvy,"[{'název': 'Fleecová mikina', 'množství': None, 'cena bez DPH': None, 'cena s DPH': '287,00 Kč'}, {'název': 'Fleecová vesta', 'množství': None, 'cena bez DPH': None, 'cena s DPH': '228,00 Kč'}, {'název': 'Kalhoty bílé dámské', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '285,00 Kč'}, {'název': 'Kalhoty % dámské bílé', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '285,00 Kč'}, {'název': 'Halena pro zdravotníky a pracovnice úklidu', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '285,00 Kč'}, {'název': 'Šaty pro zdravotníky', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '335,00 Kč'}, {'název': 'Sukně bílá pro zdravotníky', 'množství': None, 'cena bez DPH': None, 'cena s DPH': '325,00 Kč'}, {'název': 'Tričko bílé', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '89,00 Kč'}, {'název': 'Tričko barevné', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '208,00 Kč'}]",27935267,Sucom production
12,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",25292983,22578,20.12.2023,"51 210,00 CZK","62 000,00 CZK",dodávka pracovních oděvů,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",27086919,Sucom production
13,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",25162943,669695,15.12.2023,,"189 904,00 CZK",Oděvy pro žáky a studenty,"[{'název': 'Halena 2145, směs, bílá', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty universal, směs, bílá', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena 2280, plátno, bílá, barva doplňků fialová', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena pánská 1025, plátno, bílá, barva doplňků šedá', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",26947359,Sucom production
14,"Domovy sociálních služeb Litvínov, příspěvková organizace",25126259,49872541,13.12.2023,"500 000,00 CZK","605 000,00 CZK",Kupní smlouva - dodávka pracovních oděvů a ochranných pomůcek,"[{'název': 'Montérky 100% bavlna', 'množství': None, 'cena bez DPH': '215,00 Kč', 'cena s DPH': '248,05 Kč'}, {'název': 'Pracovní bunda zimní, vnější vrstva 100% nylon, vnitřní 100% PES, výplň 100% PES - PÁNSKÁ', 'množství': None, 'cena bez DPH': '745,00 Kč', 'cena s DPH': '575,96 Kč'}, {'název': 'Kuchařská čepice síťovaná', 'množství': None, 'cena bez DPH': '0,85 Kč', 'cena s DPH': '163,35 Kč'}]",26905419,Sucom production
15,"Domov seniorů POHODA Chválkovice, příspěvková organizace",25109099,75004372,13.12.2023,"350 000,00 CZK","423 500,00 CZK",rámcová kupní smlouva na dodávky OOPP v roce 2024,"[{'název': 'Bunda fleece /barevná/', 'množství': None, 'cena bez DPH': 453.75, 'cena s DPH': 27225}, {'název': 'Halena pro pomocnice - bavlna tisk', 'množství': 40, 'cena bez DPH': 356.95, 'cena s DPH': 14278}, {'název': 'halena pro kuchařky', 'množství': 40, 'cena bez DPH': 356.95, 'cena s DPH': 14278}, {'název': 'Halena sesterská - bavlna plátno', 'množství': 240, 'cena bez DPH': 356.95, 'cena s DPH': 85668}, {'název': 'Kalhoty bílé - bavlna kepr', 'množství': 320, 'cena bez DPH': 356.95, 'cena s DPH': 114224}, {'název': 'Polokošile bavlna /barevná/', 'množství': 150, 'cena bez DPH': 284.35, 'cena s DPH': 42652.5}, {'název': 'Šaty sesterské - bavlna plátno', 'množství': 170, 'cena bez DPH': 405.35, 'cena s DPH': 68909.5}, {'název': 'Triko - bavlna /bílé/ do ""V""', 'množství': 40, 'cena bez DPH': 139.15, 'cena s DPH': 5566}, {'název': 'kalhoty bílé 3/4 - bavlna kepr', 'množství': 80, 'cena bez DPH': 356.95, 'cena s DPH': 28556}, {'název': 'Plášť lékařský', 'množství': 40, 'cena bez DPH': 405.35, 'cena s DPH': 16214}]",26885015,Sucom production
16,"Domov seniorů POHODA Chválkovice, příspěvková organizace",25109199,75004372,13.12.2023,"400 000,00 CZK","484 000,00 CZK",rámcová kupní smlouva na dodávly prádla v roce 2024,"[{'název': 'Anděl flanel BA 145g/m2', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'deka pro jednolůžko', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka bílá BA, 150x170 cm', 'množství': 600, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'polštář 70x90 cm, duté vlákno, praní na 100*C', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'přikrývka 135x200cm, duté vlákno, praní na 100*C', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'prostěradlo návlek jersey 185g/m2 oboustr., matrace 24', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ručník froté velký', 'množství': 250, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'povlečení ložní BA tisk', 'množství': 400, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'utěrka BA', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}]",26885127,Sucom production
17,Městské středisko sociálních služeb OÁZA Nové Město nad Metují,24684487,62730631,30.10.2023,"94 516,00 CZK","114 365,00 CZK",Kupní smlouva - OdoCare koše,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}]",26551295,Sucom production
18,Městské středisko sociálních služeb OÁZA Nové Město nad Metují,24681039,62730631,10.10.2023,"193 854,00 CZK",,"Kupní smlouva - matrace,absorpční podložky,thermo boxy","[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}]",26419331,Sucom production
19,Městské středisko sociálních služeb OÁZA Nové Město nad Metují,24285187,62730631,25.09.2023,,"206 578,00 CZK",Objednávka zdravotnických pomůcek,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}]",26003699,Sucom production
20,"Sociální služby Libina, příspěvková organizace",24153183,75003988,30.08.2023,,"84 000,00 CZK",Ochranné pracovní oděvy pro zaměstnance,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s dph': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s dph': 18.3}]",25865479,Sucom production
21,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",24111243,669695,15.09.2023,,"92 886,00 CZK",Oděvy pro žáky a studenty školy,"[{'název': 'Halena vel. S', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena vel. M', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty vel. 38', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty vel. 44', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty vel. 50', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty vel. 52', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty vel. 58', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}]",25822103,Sucom production
22,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",24108767,22578,12.09.2023,"24 000,00 CZK","27 000,00 CZK",Dodávka pracovních oděvů - dílčí objednávka k rámcové smlouvě,"[{'název': 'máslo', 'množství': 1, 'cena bez DPH': 25, 'cena s DPH': 30.25}, {'název': 'mléko', 'množství': 2, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",25819555,Sucom production
23,Západočeská univerzita v Plzni,24095091,49777513,18.09.2023,"51 556,00 CZK","62 382,76 CZK",Pracovní oděvy šité,"[{'název': 'zástěra krátká nad kolena proužek', 'množství': 11, 'cena bez DPH': 185.0, 'cena s DPH': 840.0}, {'název': 'kuchařská lodička modrá - kepr (+výšivka bílá)', 'množství': 15, 'cena bez DPH': 89.0, 'cena s DPH': 1335.0}, {'název': 'šaty pod kolena', 'množství': 16, 'cena bez DPH': 24355.0, 'cena s DPH': 8520.0}, {'název': 'výšivka znak ZČU', 'množství': 64, 'cena bez DPH': 29.0, 'cena s DPH': 1856.0}]",25805363,Sucom production
24,Domov Dolní zámek,24028019,71194011,30.08.2023,,,"Dodávky zdravotnických a ošetřovatelských oděvů, osobních ochranných pomůcek, a zdravotní a pracovní obuvi","[{'název': None, 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",25734419,Sucom production
25,"Domov pro seniory Hvízdal České Budějovice, příspěvková organizace",23981947,666238,06.09.2023,,"73 689,00 CZK",Vypořádání závazků 2022,"[{'název': 'pracovní oděvy', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'pracovní kalhoty', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'pánské pracovní kalhoty', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",25686531,Sucom production
26,"Domov pro seniory Hvízdal České Budějovice, příspěvková organizace",23981951,666238,06.09.2023,,"76 385,00 CZK",Vypořádání závazků 2023,"[{'název': 'pracovní oděvy', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': None}]",25686535,Sucom production
27,"Domov pro seniory Hvízdal České Budějovice, příspěvková organizace",23981943,666238,06.09.2023,,"246 419,00 CZK",Vypořádání závazků 2021,"[{'název': 'ochr.oděvy-vrchní sestra', 'množství': None, 'cena bez DPH': 1495.0, 'cena s DPH': None}, {'název': 'pracovní oděvy', 'množství': None, 'cena bez DPH': 93499.0, 'cena s DPH': None}, {'název': 'pracovní kalhoty', 'množství': None, 'cena bez DPH': 7236.0, 'cena s DPH': None}, {'název': 'tetra osušky', 'množství': None, 'cena bez DPH': 10776.0, 'cena s DPH': None}, {'název': 'trička tyrkys', 'množství': None, 'cena bez DPH': 22700.0, 'cena s DPH': None}, {'název': 'jednoráz prostředky kalhoty', 'množství': None, 'cena bez DPH': 16190.0, 'cena s DPH': None}, {'název': 'jednoráz.návleky pracovní oděvy', 'množství': None, 'cena bez DPH': 42813.0, 'cena s DPH': None}, {'název': 'pracovní halena', 'množství': None, 'cena bez DPH': 2427.0, 'cena s DPH': None}]",25686527,Sucom production
28,Městská nemocnice následné péče,23832859,45245843,24.08.2023,"98 850,00 CZK","119 608,50 CZK",Objednávka na nákup ložního prádla,"[{'název': 'Podložka pod pacienta bílá 150x170', 'množství': 435, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Prostěradlo Jersey 29 středně modrá', 'množství': 112, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Prostěradlo Jersey 35 hrášková', 'množství': 168, 'cena bez DPH': None, 'cena s DPH': None}]",25529875,Sucom production
29,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",22937327,22578,29.05.2023,"71 000,00 CZK","86 000,00 CZK",Dodávka pracovních oděvů - dílčí objednávka k rámcové smlouvě,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}]",24586619,Sucom production
30,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",22582325,669695,20.04.2023,,"58 880,00 CZK",Uniformy pro studenty 2. ročníků,"[{'název': 'uniformy pro studenty 2. ročníku', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",24213217,Sucom production
31,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",22581869,669695,24.04.2023,,"54 280,00 CZK",Uniformy pro 2. ročníky,"[{'název': 'uniformy pro studenty 2. ročníku', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",24212717,Sucom production
32,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",22581773,669695,20.04.2023,,"54 280,00 CZK",Uniformy pro 2. ročníky,"[{'název': 'uniformy pro studenty 2. ročníku', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",24212621,Sucom production
33,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Kolín, Karoliny Světlé 135",22372765,68713,22.03.2023,"58 474,00 CZK","70 753,54 CZK",Objednávka - zdravotnické oděvy,"[{'název': 'Tričko dámské DREAM - barva 44 tyrkysová', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty dámské UNI 2005 směs - barva bílá', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty pánské 1005 směs', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Tričko pánské RESIST', 'množství': 5, 'cena bez DPH': None, 'cena s DPH': None}]",23993597,Sucom production
34,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",22059541,22578,02.03.2023,"42 000,00 CZK",,Dodávka pracovních oděvů - dílčí objednávka k rámcové smlouvě,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",23664521,Sucom production
