,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
35,"Domov seniorů Hranice, příspěvková organizace",22048969,70876541,01.03.2023,,,Kupní smlouva - oděvy,"[{'název': 'Fleecová mikina', 'množství': None, 'cena bez DPH': None, 'cena s DPH': '287,00 Kč'}, {'název': 'Fleecová vesta', 'množství': None, 'cena bez DPH': None, 'cena s DPH': '228,00 Kč'}, {'název': 'Kalhoty bílé dámské', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '260,00 Kč'}, {'název': 'Kalhoty % dámské bílé', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '260,00 Kč'}, {'název': 'Halena pro zdravotníky a pracovnice úklidu', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '260,00 Kč'}, {'název': 'Šaty pro zdravotníky', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '302,00 Kč'}, {'název': 'Sukně bílá pro zdravotníky', 'množství': None, 'cena bez DPH': None, 'cena s DPH': '302,00 Kč'}, {'název': 'Tričko bílé', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '87,00 Kč'}, {'název': 'Tričko barevné', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': '208,00 Kč'}]",23653141,Sucom production
36,Sociální služby města Hořice,21504369,70889961,30.12.2022,,"112 719,00 CZK",Objednávka - dodání pracovních oděvů specifikovaných v příloze,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s dph': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s dph': 18.3}]",23357941,Sucom production
37,"Domov pro seniory Hvízdal České Budějovice, příspěvková organizace",21662549,666238,26.01.2023,,"200 000,00 CZK",Roční objednávka - pracovní oděvy,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",23245281,Sucom production
38,"Domov seniorů POHODA Chválkovice, příspěvková organizace",21271805,75004372,20.12.2022,"545 300,00 CZK","659 813,00 CZK",dodávky prádla dle specifikace objednatele,"[{'název': 'Anděl flanel BA 165g/m2', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'anděl plátno tisk BA 145g/m2', 'množství': 250, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'deka pro jednolůžko', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka bílá BA, 150x170 cm', 'množství': 900, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'polštář 70x90 cm, duté vlákno, praní na 100?C', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'přikrývka 135x200cm, duté vlákno, praní na 100*C', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'prostěradlo návlek jersey 185Sg/m2 oboustr., matrace', 'množství': 250, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ručník froté velký', 'množství': 250, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'povlečení ložní BA tisk', 'množství': 400, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'utěrka BA', 'množství': 300, 'cena bez DPH': None, 'cena s DPH': None}]",22826585,Sucom production
39,"Domov seniorů POHODA Chválkovice, příspěvková organizace",21271849,75004372,20.12.2022,"341 933,00 CZK","413 739,00 CZK",dodávky pracovních oděvů dle specifikace objednavatele,"[{'název': 'Bunda fleece /barevná/', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena pro pomocnice - bavlna tisk', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'halena pro kuchařky', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena sesterská - bavlna plátno /barevná/', 'množství': 240, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty bílé - bavlna kepr', 'množství': 320, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'kalhoty bílé prodloužené', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Polokošile bavlna /barevná/', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Šaty sesterské - bavlna plátno', 'množství': 130, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Triko - bavlna /bílé/ do ""V""', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'kalhoty bílé 3/4 - bavlna kepr', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Plášť lékařský', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}]",22826629,Sucom production
40,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",21256373,22578,15.12.2022,"280 000,00 CZK",,Dodávka pracovních oděvů,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",22810185,Sucom production
41,Městské středisko sociálních služeb OÁZA Nové Město nad Metují,21229121,62730631,12.12.2022,,"82 193,00 CZK",Sprchovací hydraulické lůžko,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",22781125,Sucom production
42,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",21003049,22578,25.11.2022,,,Rámcová smlouva da dodávku pracovních oděvů,"[{'název': 'materiál v dohodnutém vzoru (barevné puntíky)', 'množství': 500, 'cena bez DPH': None, 'cena s DPH': None}]",22543797,Sucom production
43,Fakultní nemocnice Plzeň,20854373,669806,08.11.2022,"1 156 600,00 CZK","1 399 486,00 CZK",Kupní smlouva: Kupní smlouva na dodávky ochranné a zdravotnické obuvi na základě výsledků VZMR,"[{'název': 'Korková ochranná a zdravotnická obuv - svršek z přírodní hovězí usně', 'množství': 960, 'cena bez DPH': '345,00 Kč', 'cena s DPH': '417,45 Kč'}, {'název': 'Korková ochranná a zdravotnická obuv - svršek z poromerické usně', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'PUR ochranná a zdravotnická obuv - dámská', 'množství': 140, 'cena bez DPH': '395,00 Kč', 'cena s DPH': '477,95 Kč'}, {'název': 'PUR ochranná a zdravotnická obuv - pánská', 'množství': 70, 'cena bez DPH': '395,00 Kč', 'cena s DPH': '477,95 Kč'}]",22388133,Sucom production
44,Západočeská univerzita v Plzni,20424561,49777513,07.10.2022,"57 570,00 CZK","69 659,70 CZK",Pracovní oděvy,"[{'název': 'Pracovní oděvy šité, výšivka - viz příloha. Včetně dopravy.', 'množství': 3, 'cena bez DPH': None, 'cena s dph': None}]",21936417,Sucom production
45,"Nemocnice následné péče Svatá Anna, s.r.o.",20308341,26360896,17.08.2022,,,641 - SUCOM_objednávka lůžkovin,"[{'název': 'Dopravné', 'množství': None, 'cena bez DPH': 500.0, 'cena s DPH': 605.0}, {'název': 'Zaokrouhlení', 'množství': 1, 'cena bez DPH': 0.41, 'cena s DPH': 0.5}]",21815189,Sucom production
46,"Domov Unhošť, poskytovatel sociálních služeb",19871367,71234411,15.08.2022,"81 930,00 CZK","99 135,30 CZK",Objednávka na dodávku ložního povlečení,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",21353731,Sucom production
47,"Domovy sociálních služeb Kadaň a Mašťov, příspěvková organizace",13851006,46789910,14.12.2020,,"605 000,00 CZK","Rámcová kupní smlouva "" Dodávky zdravotnických a ošetřovatelských oděvů, osobních ochranných pomůcek a zdravotní a pracovní obuvi",[],20514723,Sucom production
48,"Domov seniorů Hranice, příspěvková organizace",18718123,70876541,05.04.2022,,,Kupní smlouva - oděvy,"[{'název': 'ochranné oděvy pro zaměstnance', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",20117771,Sucom production
49,"Domov pro seniory Severní Terasa, příspěvková organizace",18673639,44555326,06.04.2022,"53 648,00 CZK","64 914,08 CZK",Pracovní obuv,"[{'název': 'Pracovní holínky nízké z PVC, bílé, s protikluzovou podrážkou, svršek odolný vodě', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Lehká pracovní obuv dámská sandál BEANY WHITE vhodná k dezinfekci, ultralehký materiál s tvarovanou pamětí, materiál odolný vůči bakteriím a zápachu, podrážka protiskluz, norma SRA, sandál s páskem zpevňující patu, ČSN EN 20347', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pracovní obuv sandál plná špice pánská korková, bílá, anatomicky tvarovaná stelka, vrch je zhotoven z přírodní usně, s páskem zpevňující patu, bez klínku, protiskluzová podrážka', 'množství': 1, 'cena bez DPH': 445.0, 'cena s DPH': 445.0}, {'název': 'Pracovní obuv dámská, sandál PUR, s páskem zpevňující patu, anatomicky tvarovaná polyuretanová stélka s podprstovou řasou a podporou klenby, potažená usní, vrch je z přírodní usně, litá podrážka polyuretanová, protiskluzová, norma SRA, dvě přezky přes nárt, barva bílá, norma ČSN EN ISO 20347', 'množství': 40, 'cena bez DPH': 3485.0, 'cena s DPH': 1455.0}, {'název': 'Pracovní obuv pánská, Srotiskluzová podešev PU pásky na suchý zip', 'množství': 14, 'cena bez DPH': 2735.0, 'cena s DPH': 1470.0}, {'název': 'Pracovní obuv pánská, sandál, černý, perforovaný, ocelová špička, reflexní doplňky, celokožená, protiskluzová podešev PU', 'množství': 4, 'cena bez DPH': 1625.0, 'cena s DPH': 625.0}, {'název': 'Pracovní obuv pánská kotníková (zimní), černá, bezpečnostní, ocelová špička, prodyšný svršek, reflexní doplňky, celokožená, protiskluzová podešev PU', 'množství': 45, 'cena bez DPH': 1645.0, 'cena s DPH': 645.0}, {'název': 'Pracovní obuv dámský sandál kožený bílý s plnou špicí, perforovaný s přezkou, páskem kolem paty, podrážka PUR, protiskluzová podrážka', 'množství': 38, 'cena bez DPH': 1665.0, 'cena s DPH': 665.0}]",20071083,Sucom production
50,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",18516871,669695,04.04.2022,,,Uniformy pro studenty,"[{'název': 'uniformy pro studenty 2. ročníku', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",19907227,Sucom production
51,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",18448975,669695,23.03.2022,,,Uniformy pro studenty,"[{'název': 'uniformy pro studenty 2. ročníku', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",19835491,Sucom production
52,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Kolín, Karoliny Světlé 135",18059095,68713,10.02.2022,"69 906,00 CZK","84 587,00 CZK",Objednávka - zdravotnické oděvy,"[{'název': 'Šaty 2920 směs - barva bílá - barva doplňků bílá - vel. S', 'množství': 6, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Šaty 2920 směs - barva bílá - barva doplňků bílá - vel. M - prodloužená', 'množství': 8, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Šaty 2920 směs - barva bílá - barva doplňků bílá - vel. L - prodloužená', 'množství': 10, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Šaty 2920 směs - barva bílá - barva doplňků bílá - vel. XL - prodloužená', 'množství': 2, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Tričko dámské DREAM - barva 44 tyrkysová - vel. M', 'množství': 44, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Tričko dámské DREAM - barva 44 tyrkysová - vel. L', 'množství': 30, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Tričko dámské DREAM - barva 44 tyrkysová - vel. XL', 'množství': 24, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Polokošile pánská URBAN - barva 00 bílá - vel. M', 'množství': 2, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Polokošile pánská URBAN - barva 00 bílá - vel. XXL', 'množství': 4, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Kalhoty pánské 1112 směs - vel. 44', 'množství': 2, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Kalhoty pánské 1112 směs - vel. 50', 'množství': 4, 'cena bez DPH': None, 'cena s dph': None}]",19423495,Sucom production
53,"Domov seniorů POHODA Chválkovice, příspěvková organizace",17473027,75004372,17.12.2021,"400 000,00 CZK","484 000,00 CZK",smlouva ma dodávky OOPP,"[{'název': 'Bunda fleece /barevná/', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena pro pomocnice - bavlna tisk', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'halena pro kuchařky', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Halena sesterská - bavlna plátno /barevná/', 'množství': 240, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kalhoty bílé - bavlna kepr', 'množství': 320, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'kalhoty bílé prodloužené', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Polokošile bavlna /barevná/', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Šaty sesterské - bavlna plátno', 'množství': 130, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Triko - bavlna /bílé/ do ""V""', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'kalhoty bílé 3/4 - bavlna kepr', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Plášť lékařský', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}]",18798651,Sucom production
54,"Domov seniorů POHODA Chválkovice, příspěvková organizace",17473063,75004372,17.12.2021,"400 000,00 CZK","484 000,00 CZK",smlouva na dodávky prádla,"[{'název': 'Anděl flanel BA 165g/m2', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'anděl plátno tisk BA 145g/m2', 'množství': 180, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'deka pro jednolůžko', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka bílá BA, 150x170 cm', 'množství': 900, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'polštář 70x90 cm, duté vlákno, praní na 100*C', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'přikrývka 135x200cm, duté vlákno, praní na 100*C', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'prostěradlo návlek jersey 185g/m2 oboustr., matrace 24', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ručník froté malý', 'množství': 700, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ručník froté velký', 'množství': 250, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'povlečení ložní BA tisk', 'množství': 400, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'utěrka BA', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'žínka BA froté', 'množství': 800, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'overal na zip pro neklidné klienty, flanel BA', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'overal na zip pro neklidné klienty, plátno tisk BA', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}]",18798687,Sucom production
55,Domov Libníč a Centrum sociálních služeb Empatie,13660945,666271,27.11.2020,,"76 678,00 CZK","Objednávka - oblečení ( bundy,trička,vesty)","[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",18791559,Sucom production
56,Domov Libníč a Centrum sociálních služeb Empatie,13708709,666271,02.12.2020,,"98 540,00 CZK",Objednávka - Termo prádlo,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",18792147,Sucom production
57,"Domov pro seniory Hvízdal České Budějovice, příspěvková organizace",17103091,666238,28.04.2021,,"200 000,00 CZK","Pracovní oděvy: kalhoty, haleny, trička, šaty, polokošile","[{'název': 'máslo', 'množství': 1, 'cena bez DPH': 25, 'cena s DPH': 30.25}, {'název': 'mléko', 'množství': None, 'cena bez DPH': 15, 'cena s DPH': None}]",18409207,Sucom production
58,"Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Plzeň, Karlovarská 99",17070043,669695,12.11.2021,,"198 640,00 CZK",Uniformy pro studenty,"[{'název': 'uniformy pro naše studenty', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",18374563,Sucom production
59,Domov Libníč a Centrum sociálních služeb Empatie,13307380,666271,27.10.2020,,"64 000,00 CZK",Objednávka - jednorázové pláště,"[{'název': 'máslo', 'množství': 1, 'cena bez DPH': 25, 'cena s DPH': 30.25}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.15}]",18279739,Sucom production
60,"Nemocnice Strakonice, a.s.",16495135,26095181,14.09.2021,,,Objednávka prádla,"[{'název': 'Prostěradlo', 'množství': 300, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Podložka', 'množství': 250, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Kapna', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Ženská noční košile vel. XL', 'množství': 75, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Ženská noční košile vel. XXL', 'množství': 75, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Chir. Košile % rukáv široký (anděl) rukáv 35 cm', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Chir. košile dlouhý rukáv (anděl ONP)', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': None}]",17765943,Sucom production
61,"Nemocnice Strakonice, a.s.",16077243,26095181,22.07.2021,,,Objednávka prádla,"[{'název': 'Prostěradlo', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pytle na prádlo velké 100x120 cm', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Rouška zelená chirurgická 90 x 90 cm', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Nitě bílá 5000m', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Keprovka (1 cm síře bílá)', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",17300143,Sucom production
